1460,0.0005553,-0.0001421,-0.0002259,-5.672e-05,-1.009e-05,-0.0002489,0,0,0,0,0.0002067,2.537e-05,0.0002407,-0.0005553,0.01219,-0.007089,0,0,0,0,7.612e-05,-7.026e-05,-4.196e-05,-5.805e-05,-2.354e-06,0,0,0,0,0,0.0002259,5.672e-05,7.026e-05,4.56e-05,-4.964e-06,-2.688e-06,-0.0001329,-0.0002407,-6.628e-05,0
1461,0.0005464,-0.0001361,-0.0002241,-5.579e-05,-9.848e-06,-0.0002428,0,0,0,0,0.0002038,2.429e-05,0.0002378,-0.0005464,0.01208,-0.007055,0,0,0,0,7.288e-05,-6.837e-05,-3.973e-05,-5.556e-05,-2.253e-06,0,0,0,0,0,0.0002241,5.579e-05,6.837e-05,4.366e-05,-4.719e-06,-2.613e-06,-0.0001292,-0.0002378,-6.442e-05,0
1462,0.0005383,-0.0001305,-0.0002223,-5.491e-05,-9.614e-06,-0.000237,0,0,0,0,0.0002009,2.328e-05,0.000235,-0.0005383,0.01198,-0.007021,0,0,0,0,6.985e-05,-6.654e-05,-3.763e-05,-5.321e-05,-2.158e-06,0,0,0,0,0,0.0002223,5.491e-05,6.654e-05,4.184e-05,-4.49e-06,-2.541e-06,-0.0001257,-0.000235,-6.266e-05,0
1463,0.0005307,-0.0001252,-0.0002206,-5.409e-05,-9.391e-06,-0.0002316,0,0,0,0,0.0001982,2.233e-05,0.0002324,-0.0005307,0.01187,-0.006986,0,0,0,0,6.7e-05,-6.478e-05,-3.567e-05,-5.099e-05,-2.068e-06,0,0,0,0,0,0.0002206,5.409e-05,6.478e-05,4.014e-05,-4.277e-06,-2.473e-06,-0.0001223,-0.0002324,-6.098e-05,0
1464,0.0005237,-0.0001202,-0.000219,-5.331e-05,-9.179e-06,-0.0002263,0,0,0,0,0.0001957,2.144e-05,0.0002299,-0.0005237,0.01178,-0.006952,0,0,0,0,6.433e-05,-6.308e-05,-3.382e-05,-4.888e-05,-1.982e-06,0,0,0,0,0,0.000219,5.331e-05,6.308e-05,3.854e-05,-4.077e-06,-2.408e-06,-0.0001191,-0.0002299,-5.939e-05,0
1465,0.0005172,-0.0001156,-0.0002175,-5.258e-05,-8.977e-06,-0.0002213,0,0,0,0,0.0001932,2.061e-05,0.0002275,-0.0005172,0.01168,-0.006918,0,0,0,0,6.182e-05,-6.144e-05,-3.209e-05,-4.689e-05,-1.901e-06,0,0,0,0,0,0.0002175,5.258e-05,6.144e-05,3.703e-05,-3.891e-06,-2.347e-06,-0.0001161,-0.0002275,-5.787e-05,0
1466,0.0005112,-0.0001112,-0.0002161,-5.19e-05,-8.784e-06,-0.0002166,0,0,0,0,0.0001909,1.982e-05,0.0002252,-0.0005112,0.01159,-0.006884,0,0,0,0,5.947e-05,-5.986e-05,-3.046e-05,-4.499e-05,-1.825e-06,0,0,0,0,0,0.0002161,5.19e-05,5.986e-05,3.562e-05,-3.717e-06,-2.288e-06,-0.0001132,-0.0002252,-5.643e-05,0
1467,0.0005056,-0.0001071,-0.0002148,-5.126e-05,-8.601e-06,-0.0002121,0,0,0,0,0.0001886,1.908e-05,0.000223,-0.0005056,0.0115,-0.00685,0,0,0,0,5.725e-05,-5.833e-05,-2.892e-05,-4.32e-05,-1.752e-06,0,0,0,0,0,0.0002148,5.126e-05,5.833e-05,3.429e-05,-3.554e-06,-2.233e-06,-0.0001104,-0.000223,-5.505e-05,0
1468,0.0005005,-0.0001032,-0.0002135,-5.066e-05,-8.425e-06,-0.0002077,0,0,0,0,0.0001865,1.839e-05,0.0002209,-0.0005005,0.01142,-0.006817,0,0,0,0,5.516e-05,-5.686e-05,-2.748e-05,-4.149e-05,-1.683e-06,0,0,0,0,0,0.0002135,5.066e-05,5.686e-05,3.305e-05,-3.401e-06,-2.179e-06,-0.0001078,-0.0002209,-5.374e-05,0
1469,0.0004959,-9.955e-05,-0.0002123,-5.01e-05,-8.258e-06,-0.0002036,0,0,0,0,0.0001844,1.773e-05,0.0002189,-0.0004959,0.01133,-0.006783,0,0,0,0,5.32e-05,-5.544e-05,-2.612e-05,-3.987e-05,-1.617e-06,0,0,0,0,0,0.0002123,5.01e-05,5.544e-05,3.187e-05,-3.258e-06,-2.129e-06,-0.0001053,-0.0002189,-5.249e-05,0
